content_title,attributes
Thieves' Highway,"{""Themes Topics"":[""business""],""Source Material"":[""adaptation""],""Story Elements"":[""showdown"",""love triangle"",""predatory business"",""personal investigation"",""revenge""],""Subjects"":[""business"",""true crime""],""Geography"":[""Fresno"",""San Francisco""],""Time Era"":[""1946-1959""],""Setting Types"":[""suburban"",""urban""],""Agents"":[""driver"",""couple"",""son"",""veteran"",""lover"",""business person"",""sex worker"",""parent"",""criminal""],""Gender"":[""male""],""Moods"":[""dramatic"",""confrontational"",""suspenseful""],""Genres"":[""thriller"",""crime"",""drama"",""film noir""],""Scopes and Scales"":[""normal""],""Disciplines & Industries"":[""transportation"",""retail""],""Age Groups"":[""adult (19-59)""]}"
Lavell Crawford: New Look Same Funny,"{""Time Era"":[""2010-2019""],""Source Material"":[""real life""],""Term Status"":[],""Genres"":[""comedy"",""concert film""],""Age Groups"":[""50s""],""Moods"":[""funny""],""Generations"":[""50s""],""Geography"":[""San Antonio""],""Gender"":[""male""],""Agents"":[""comedian""],""Disciplines & Industries"":[""live comedy""]}"
"Stolen Girl, The","{""Term Status"":[],""Geography"":[""France"",""England""],""Gender"":[""cis female""],""Moods"":[""confrontational"",""suspenseful"",""dramatic""],""Age Groups"":[""adult (19-59)""],""Genres"":[""thriller"",""drama"",""mystery""],""Setting Types"":[""suburban"",""urban"",""rural""],""Story Elements"":[""kidnapping"",""cover-up"",""revenge"",""solving a crime"",""hidden past""],""Agents"":[""spouse"",""daughter"",""victim/survivor of sexual/gender violence"",""police"",""widowed person"",""prisoner"",""father"",""missing person"",""sibling"",""reporter"",""detective"",""mother"",""lawyer""],""Disciplines & Industries"":[""journalism""],""Time Era"":[""2020-2029""],""Creative Elements"":[""nonlinear narrative""],""Source Material"":[""adaptation""]}"
Sing Along Songs: The Bare Necessities,"{""Setting Types"":[""jungle"",""wilderness""],""Age Groups"":[""indeterminate""],""Gender"":[""male""],""Genres"":[""music"",""animation"",""anthology"",""family""],""Agents"":[""insect"",""monkey"",""animal"",""wild cat"",""wild animal"",""dog"",""bear""],""Scopes and Scales"":[""normal""],""Source Material"":[""alternate edit""]}"
Love at First Flight,"{""Moods"":[""romantic"",""matter-of-fact""],""Agents"":[""accountant"",""lawyer"",""singer"",""healthcare provider"",""salesperson"",""couple"",""teacher"",""business person""],""Source Material"":[""real life""],""Story Elements"":[""forced proximity romance"",""journey""],""Subjects"":[""marriage"",""travel""],""Geography"":[""United States""],""Time Era"":[""contemporary (2000-)""],""Genres"":[""romance"",""reality""],""Themes Topics"":[""travel""],""Scopes and Scales"":[""normal""],""Term Status"":[],""Age Groups"":[""adult (19-59)""]}"
"Little Princess, The","{""Scopes and Scales"":[""normal""],""Disciplines & Industries"":[""education"",""personal services""],""Time Era"":[""1890-1913""],""Source Material"":[""adaptation""],""Agents"":[""student"",""housekeeper"",""father"",""orphan"",""teacher"",""daughter"",""school principal"",""soldier""],""Subjects"":[""war"",""family""],""Gender"":[""female""],""Geography"":[""London""],""Age Groups"":[""older child (6-10)""],""Story Elements"":[""child abuse"",""fall from grace"",""abandoned child"",""holy grail""],""Setting Types"":[""urban""],""Inactive Agents"":[""housekeeper""],""Genres"":[""drama"",""family"",""historical""]}"
"S.S. Drainpipe, The","{""Inactive Agents"":[""animal""],""Setting Types"":[""urban""],""Disciplines & Industries"":[""private detective service""],""Age Groups"":[""indeterminate""],""Portrayals of Character"":[""Arnold Mousenegger (none)"",""Dale (Burton, Corey)"",""Kirby (none)"",""Gadget Hackwrench (MacNeille, Tress)"",""Sugar Ray Lizard (none)"",""Monterey Jack (Cummings, Jim)"",""Chip (MacNeille, Tress)"",""Rat Capone (none)"",""Red Badger (none)"",""Zipper (Burton, Corey)"",""Muldoon (none)""],""Time Era"":[""1980-1989"",""1990-1999""],""Gender"":[""female"",""male""],""Scopes and Scales"":[""grand""],""Agents"":[""criminal"",""inventor"",""mouse"",""insect"",""detective""]}"
Queen Elizabeth II: A Royal Life - A Special Edition of 20/20,"{""Agents"":[""prince"",""princess"",""mother"",""son"",""family"",""grandparent"",""queen"",""royalty"",""spouse"",""aristocrat"",""king""],""Genres"":[""news"",""documentary"",""biographical""],""Source Material"":[""real life""],""Setting Types"":[""urban""],""Moods"":[""matter-of-fact""],""Story Elements"":[""political issue""],""Term Status"":[],""Geography"":[""United Kingdom"",""London""],""Time Era"":[""2000-2029 (early 21st century)"",""1946-1999 (late 20th century)""],""Subjects"":[""history"",""politics"",""cultural intersections""],""Disciplines & Industries"":[""government""]}"
At Any Price,"{""Scopes and Scales"":[""normal""],""Source Material"":[""original idea""],""Gender"":[""male""],""Agents"":[""son"",""criminal"",""lover"",""spouse"",""racecar driver"",""father"",""mother"",""farmer"",""murderer"",""business person""],""Genres"":[""drama""],""Inactive Agents"":[""racecar driver""],""Time Era"":[""contemporary (2000-)""],""Story Elements"":[""family business"",""cover-up"",""criminal activity"",""familial relationship"",""rivalry""],""Age Groups"":[""adult (19-59)"",""young adult (19-25)""],""Disciplines & Industries"":[""farming, fishing, and forestry"",""sports""],""Moods"":[""confrontational"",""dramatic""],""Subjects"":[""true crime"",""family""],""Geography"":[""Iowa""],""Setting Types"":[""rural""]}"
Bring Back the Dead,"{""Story Elements"":[""parent-child relationship"",""supernatural phenomena"",""bereavement"",""haunting""],""Gender"":[""female""],""Subjects"":[""family""],""Setting Types"":[""urban""],""Age Groups"":[""adult (19-59)""],""Disciplines & Industries"":[""child care""],""Scopes and Scales"":[""normal""],""Source Material"":[""adaptation""],""Geography"":[""Singapore""],""Moods"":[""frightening"",""dramatic""],""Genres"":[""thriller"",""horror""],""Agents"":[""spouse"",""nanny"",""father"",""son"",""ghost"",""psychic"",""mother""],""Time Era"":[""contemporary (2000-)""],""Term Status"":[]}"
"Huntsman, The: Winter's War","{""Moods"":[""wild"",""romantic"",""confrontational""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""kingdom""],""Genres"":[""action-adventure"",""fantasy""],""Source Material"":[""sequel"",""as suggested by""],""Scopes and Scales"":[""grand""],""Agents"":[""dwarf"",""sister"",""warrior"",""witch"",""lover"",""queen""],""Gender"":[""female"",""male""],""Time Era"":[""past (unspecified)""],""Story Elements"":[""bereavement"",""holy grail"",""heroic mission"",""rekindled romance"",""resurrection""]}"
Capitulo 72,"{""Subjects"":[""family"",""arts and entertainment""],""Inactive Agents"":[""uncle"",""aunt""],""Setting Types"":[""urban"",""college""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""teen (14-18)""],""Disciplines & Industries"":[""music""],""Agents"":[""daughter"",""musician"",""father"",""lover"",""singer"",""teacher"",""student""],""Gender"":[""female""],""Scopes and Scales"":[""normal""]}"
"Spider Slayers, the - Part 3 (Part 3 of 3)","{""Scopes and Scales"":[""grand""],""Gender"":[""male""],""Agents"":[""spy"",""team"",""supervisor"",""student"",""superhero""],""Time Era"":[""contemporary (2000-)""],""Disciplines & Industries"":[""education"",""public safety""],""Age Groups"":[""teen (14-18)""],""Setting Types"":[""urban""]}"
Overdue/ Roachie,"{""Agents"":[""daughter"",""team"",""rat"",""athlete"",""student"",""warrior"",""scientist"",""criminal"",""brother"",""parent""],""Time Era"":[""contemporary (2000-)""],""Scopes and Scales"":[""grand""],""Gender"":[""female"",""male""],""Setting Types"":[""suburban"",""high school""],""Disciplines & Industries"":[""education""],""Age Groups"":[""teen (14-18)""]}"
Crashlemania,"{""Time Era"":[""contemporary (2000-)""],""Gender"":[""male""],""Subjects"":[""family""],""Setting Types"":[""middle school"",""suburban""],""Age Groups"":[""indeterminate"",""tween (11-13)""],""Scopes and Scales"":[""confined""],""Agents"":[""brother"",""toy"",""mother"",""sister"",""family""]}"
Outrageous Fortune,"{""Disciplines & Industries"":[""theater""],""Geography"":[""New Mexico"",""New York City""],""Agents"":[""assassin"",""lover"",""teacher"",""spy"",""criminal"",""actor""],""Age Groups"":[""adult (19-59)""],""Source Material"":[""original idea""],""Scopes and Scales"":[""grand""],""Inactive Story Elements"":[""unlikely allies""],""Moods"":[""confrontational"",""wild"",""funny""],""Genres"":[""buddy"",""action-adventure"",""comedy""],""Story Elements"":[""unlikely allies"",""holy grail"",""showdown"",""love triangle"",""voyage and return""],""Time Era"":[""1980-1989""],""Setting Types"":[""urban"",""rural""],""Gender"":[""female""]}"
Max's Enemy,"{""Inactive Agents"":[""animal""],""Age Groups"":[""young adult (19-25)""],""Gender"":[""female""],""Scopes and Scales"":[""grand""],""Portrayals of Character"":[""HOOK FOOT (Ross, Jeff)"",""Old Lady Crowley (Carroll, Pat)"",""Dwayne the Theif (Baker, Dee Bradley)"",""Rapunzel (Moore, Mandy)"",""Old Lady Crowley (Blakeslee, Susanne)"",""STAN THE GUARD (Bader, Diedrich)"",""Maximus (none)"",""CAPTAIN OF THE GUARD (Gainey, M.C.)"",""Lance Strongbow (Iglehart, James Monroe)"",""Flynn Rider (Levi, Zachary)"",""SHORT THUG (Tompkins, Paul F.)"",""UNCLE MONTY (Kind, Richard)"",""Lady Caine (Benanti, Laura)"",""PETE THE GUARD (Hayes, Sean)"",""Fidella (none)"",""Axel (none)"",""ATTILA BUCKETHEAD (Blum, Steve)""],""Agents"":[""guard"",""scientist"",""lover"",""princess"",""pet"",""king"",""horse""],""Time Era"":[""1600-1699 (17th century)""],""Setting Types"":[""kingdom""]}"
L'etudiante,"{""Time Era"":[""1980-1989""],""Geography"":[""Paris""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male"",""female""],""Genres"":[""comedy"",""romance"",""romantic comedy""],""Moods"":[""whimsical"",""romantic""],""Story Elements"":[""new love"",""work-life imbalance"",""social status""],""Agents"":[""teacher"",""composer"",""lover"",""musician"",""student""],""Disciplines & Industries"":[""education"",""music""],""Scopes and Scales"":[""normal""],""Source Material"":[""original idea""],""Setting Types"":[""urban""]}"
Pentatonix: Around the World for the Holidays,"{""Agents"":[""fan"",""singer"",""manager"",""musical ensemble""],""Term Status"":[],""Time Era"":[""contemporary (2000-)""],""Scopes and Scales"":[""normal""],""Genres"":[""family"",""music"",""variety""],""Source Material"":[""original idea""],""Disciplines & Industries"":[""music""],""Subjects"":[""cultural intersections""],""Age Groups"":[""adult (19-59)""],""Holidays & Seasons"":[""Christmas"",""winter""],""Moods"":[""uplifting"",""whimsical"",""heartwarming""]}"
Marvel One-Shot: Team Thor: Part 2,"{""Setting Types"":[""urban""],""Genres"":[""comedy"",""superhero"",""parody""],""Moods"":[""whimsical"",""funny""],""Inactive Story Elements"":[""unlikely allies""],""Source Material"":[""sequel""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""male""],""Story Elements"":[""fish-out-of-water"",""unlikely allies""],""Agents"":[""deity"",""roommate"",""superhero""],""Age Groups"":[""adult (19-59)"",""indeterminate""],""Scopes and Scales"":[""normal""],""Geography"":[""Australia""]}"
Femme,"{""Story Elements"":[""revenge"",""toxic relationship"",""unconventional attraction"",""deception"",""sexual and gender violence""],""Moods"":[""dark"",""confrontational"",""dramatic""],""Time Era"":[""2020-2029""],""Gender"":[""male""],""Term Status"":[],""Genres"":[""thriller""],""Geography"":[""London""],""Agents"":[""LGBTQIA+"",""lover"",""criminal"",""victim/survivor of sexual/gender violence"",""roommate"",""drag performer""],""Setting Types"":[""urban""],""Disciplines & Industries"":[""performing arts""],""Source Material"":[""original idea""],""Age Groups"":[""adult (19-59)""]}"
Las Aventuras De Tadeo Jones,"{""Gender"":[""male""],""Agents"":[""guide"",""mummy"",""dog"",""pet"",""explorer"",""daughter"",""business person"",""bird"",""historian""],""Moods"":[""funny"",""whimsical"",""wild""],""Time Era"":[""contemporary (2000-)""],""Geographic Names"":[""Machupicchu (Peru)""],""Geography"":[""Chicago""],""Story Elements"":[""showdown"",""holy grail"",""following a dream""],""Setting Types"":[""urban"",""desert"",""jungle""],""Scopes and Scales"":[""grand""],""Source Material"":[""original idea""],""Genres"":[""comedy"",""animation"",""family"",""action-adventure""],""Age Groups"":[""adult (19-59)""]}"
It's the Little Things,"{""Setting Types"":[""outer space""],""Age Groups"":[""indeterminate""],""Gender"":[""male""],""Inactive Agents"":[""animal""],""Scopes and Scales"":[""normal""],""Agents"":[""bounty hunter"",""raccoon"",""team"",""extraterrestrial being"",""superhero""]}"
Dead Poets Society,"{""Age Groups"":[""adult (19-59)"",""teen (14-18)""],""Setting Types"":[""high school"",""rural""],""Portrayals of Character"":[""Mrs. Danburry (none)"",""Ace (Dead Poets Society) (none)"",""Titania (D'ercole, Christine)"",""Ginny Danburry (Boyle, Lara Flynn)"",""John Keating (Williams, Robin)"",""Mr. Nolan (none)"",""Woodsie (none)"",""Spaz (none)"",""Jonas (none)"",""Todd Anderson (Hawke, Ethan)"",""Bubba (none)"",""Hopkins (none)"",""Russell (none)"",""Lester (none)"",""Gerard Pitts (Waterston, James)"",""Mrs. Anderson (Mooney, Debra)"",""Mr. Perry (Smith, Kurtwood)"",""Stick (none)"",""Neil Perry (Leonard, Robert Sean)"",""Steven Meeks (none)"",""McAllister (none)"",""Richard Cameron (none)"",""Charlie Dalton (none)"",""Dr. Hager (none)"",""Shroom (none)"",""Chris Noel (none)"",""Dewey (Johnson, Craig)"",""Chet Danburry (none)"",""Joe Danburry (none)"",""Ace (none)"",""Steve (none)"",""Beans (none)"",""Mr. Dalton (none)"",""Mrs. Perry (none)"",""Tina (none)"",""Titania (none)"",""Knox Overstreet (Charles, Josh)"",""Mr. Anderson (none)"",""Sam (none)"",""Gloria (none)""],""Time Era"":[""1946-1959""],""Genres"":[""drama"",""coming of age""],""Moods"":[""sad"",""uplifting"",""dramatic""],""Scopes and Scales"":[""normal""],""Disciplines & Industries"":[""education""],""Agents"":[""father"",""student"",""teacher"",""school principal"",""son""],""Source Material"":[""original idea""],""Gender"":[""male""]}"
"Keys of the Kingdom, The","{""Disciplines & Industries"":[""religion""],""Term Status"":[],""Source Material"":[""adaptation""],""Moods"":[""contemplative"",""dramatic""],""Story Elements"":[""fish-out-of-water"",""war experience"",""self-actualization"",""troubled past"",""friendship""],""Age Groups"":[""adult (19-59)""],""Geography"":[""China"",""Scotland""],""Setting Types"":[""town"",""urban""],""Subjects"":[""religion and spirituality""],""Agents"":[""orphan"",""army"",""bureaucrat"",""priest"",""nun"",""religious figure"",""doctor""],""Time Era"":[""1919-1929"",""1890-1913""],""Scopes and Scales"":[""normal""],""Gender"":[""male""],""Genres"":[""drama""]}"
Dungeons & Dragons: Honor Among Thieves,"{""Setting Types"":[""kingdom"",""wilderness"",""rural""],""Story Elements"":[""banding together"",""bereavement"",""heroic mission"",""holy grail"",""parent-child relationship""],""Genres"":[""comedy"",""fantasy"",""action-adventure""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male""],""Agents"":[""con artist"",""father"",""fantastic beast"",""musician"",""fantasy being"",""warrior"",""widowed person"",""ruler"",""daughter"",""magician"",""thief"",""spouse""],""Scopes and Scales"":[""grand""],""Term Status"":[],""Time Era"":[""past (unspecified)""],""Moods"":[""whimsical"",""wild"",""funny""],""Source Material"":[""as suggested by""]}"
Island of the Not So Nice,"{""Subjects"":[""family""],""Age Groups"":[""adult (19-59)"",""tween (11-13)""],""Agents"":[""bird"",""couple"",""musician"",""criminal"",""reporter"",""camera operator"",""brother""],""Time Era"":[""1990-1999""],""Inactive Agents"":[""animal"",""uncle"",""aunt""],""Setting Types"":[""rural"",""urban""],""Portrayals of Character"":[""Katie (none)"",""Daisy Duck (Soucie, Kath)"",""Knuckles (none)"",""Bunny-a-saurus (none)"",""Robo-Stewardess (none)"",""Louie Duck (Daily, E.G.)"",""Whiskers (none)"",""Dewey Duck (Segall, Pam)"",""Dr. Horton Lautrec (none)"",""Huey Duck (Elias, Jeanne)"",""Mungly (none)"",""Robo-Pilot (none)"",""Pigeon-a-saurus (none)""],""Scopes and Scales"":[""grand""],""Gender"":[""male""],""Disciplines & Industries"":[""journalism""]}"
Stuck in the Diaz Easter,"{""Scopes and Scales"":[""normal""],""Age Groups"":[""tween (11-13)"",""teen (14-18)""],""Subjects"":[""family""],""Time Era"":[""contemporary (2000-)""],""Agents"":[""inventor"",""brother"",""sibling"",""parent"",""daughter"",""family""],""Gender"":[""female""],""Setting Types"":[""suburban""]}"
Doo Namja,"{""Age Groups"":[""teen (14-18)""],""Source Material"":[""original idea""],""Geography"":[""Seoul""],""Time Era"":[""2010-2019""],""Disciplines & Industries"":[""sex work""],""Gender"":[""female"",""male""],""Agents"":[""police"",""thief"",""criminal"",""victim/survivor of sexual/gender violence"",""gang"",""ex-partner"",""father"",""business owner"",""hostage"",""couple"",""daughter"",""sex worker"",""runaway"",""orphan"",""ex-convict""],""Genres"":[""thriller"",""drama"",""crime""],""Moods"":[""confrontational"",""uneasy"",""dark""],""Story Elements"":[""showdown"",""criminal activity"",""revenge"",""chosen family"",""self-sacrifice""],""Setting Types"":[""urban""],""Term Status"":[]}"
